,title,issue,year,metaChar,alias,publisher,keep,firstName,lastName
2284,Aquaman,53,1962,Aquaman,,DC,1,null,null
2285,Aquaman,53,1962,Black Manta,,DC,1,null,null
2286,Aquaman,53,1962,Mera,,DC,1,null,null
2287,Green Arrow,15,1988,Black Canary,Dinah Laurel Lance,DC,1,Dinah Laurel,Lance
2288,Green Arrow,15,1988,Green Arrow,Oliver Queen,DC,1,Oliver,Queen
2289,Supergirl and the Legion of Super-Heroes,21,2006,Supergirl,Kara Zor-El,DC,1,Kara,Zor-El
2290,Green Arrow,14,1988,Black Canary,Dinah Laurel Lance,DC,1,Dinah Laurel,Lance
2291,Green Arrow,14,1988,Green Arrow,Oliver Queen,DC,1,Oliver,Queen
2292,Wonder Woman,15,1942,Wonder Woman,,DC,1,null,null
2293,Sensation Comics Featuring Wonder Woman [II],1,2014,Batman,Dick Grayson,DC,1,Dick,Grayson
2294,Sensation Comics Featuring Wonder Woman [II],1,2014,Flash,Bart Allen,DC,1,Bart,Allen
2295,Sensation Comics Featuring Wonder Woman [II],1,2014,Green Lantern,Hal Jordan,DC,1,Hal,Jordan
2296,Sensation Comics Featuring Wonder Woman [II],1,2014,Harley Quinn,,DC,1,null,null
2297,Sensation Comics Featuring Wonder Woman [II],1,2014,Joker,'Jack',DC,1,,'Jack'
2298,Sensation Comics Featuring Wonder Woman [II],1,2014,Killer Croc,,DC,1,null,null
2299,Sensation Comics Featuring Wonder Woman [II],1,2014,Nightwing,Dick Grayson,DC,1,Dick,Grayson
2300,Sensation Comics Featuring Wonder Woman [II],1,2014,Oracle,Barbara Gordon,DC,1,Barbara,Gordon
2301,Sensation Comics Featuring Wonder Woman [II],1,2014,Penguin,,DC,1,null,null
2302,Sensation Comics Featuring Wonder Woman [II],1,2014,Poison Ivy,,DC,1,null,null
2303,Sensation Comics Featuring Wonder Woman [II],1,2014,Robin,Tim Drake,DC,1,Tim,Drake
2304,Sensation Comics Featuring Wonder Woman [II],1,2014,Scarecrow,,DC,1,null,null
2305,Sensation Comics Featuring Wonder Woman [II],1,2014,Superman,Clark Kent,DC,1,Clark,Kent
2306,Sensation Comics Featuring Wonder Woman [II],1,2014,Wonder Woman,Diana,DC,1,,Diana
2307,Sensation Comics Featuring Wonder Woman [II],1,2014,Circe,,DC,1,null,null
2308,Sensation Comics Featuring Wonder Woman [II],1,2014,Wonder Woman,,DC,1,null,null
2309,Green Lantern Corps,0,2011,Green Lantern,Jordan,DC,1,,Jordan
2310,Green Lantern Corps,0,2011,Green Lantern,Gardner,DC,1,,Gardner
2311,Green Lantern Corps,0,2011,Kilowog,,DC,1,null,null
2312,Wonder Woman,150,1987,Aphrodite,,DC,1,null,null
2313,Wonder Woman,150,1987,Ares,,DC,1,null,null
2314,Wonder Woman,150,1987,Artemis,Amazons,DC,1,,Amazons
2315,Wonder Woman,150,1987,Pallas Athena,,DC,1,null,null
2316,Wonder Woman,150,1987,Hephaestus,,DC,1,null,null
2317,Wonder Woman,150,1987,Hera,,DC,1,null,null
2318,Wonder Woman,150,1987,Wonder Woman,Diana,DC,1,,Diana
2319,Wonder Woman,150,1987,Zeus,,DC,1,null,null
2320,Green Lantern,46,1990,Black Canary,Dinah Laurel Lance,DC,1,Dinah Laurel,Lance
2321,Green Lantern,46,1990,Carol Ferris,,DC,1,null,null
2322,Green Lantern,46,1990,Green Lantern,Hal Jordan,DC,1,Hal,Jordan
2323,Green Lantern,46,1990,Steel,John Henry Irons,DC,1,John Henry,Irons
2324,Green Lantern,46,1990,Superboy,Conner Kent,DC,1,Conner,Kent
2325,Green Lantern,46,1990,Supergirl,Matrix,DC,1,,Matrix
2326,Green Lantern,46,1990,Superman,Clark Kent,DC,1,Clark,Kent
2327,The Flash,87,1987,Abra Kadabra,,DC,1,null,null
2328,The Flash,87,1987,Sue Dearbon Dibny,,DC,1,null,null
2329,The Flash,87,1987,Elongated Man,,DC,1,null,null
2330,The Flash,87,1987,Flash,Wally West,DC,1,Wally,West
2331,The Flash,87,1987,Nightwing,Dick Grayson,DC,1,Dick,Grayson
2332,The Flash,87,1987,Linda Jasmine Park-West,,DC,1,null,null
2333,The Flash,87,1987,Pied Piper,Hartley Rathaway,DC,1,Hartley,Rathaway
2334,The Flash,87,1987,Starfire,Koriand'r,DC,1,,Koriand'r
2335,The Flash: Rebirth,1,2009,Abra Kadabra,,DC,1,null,null
2336,The Flash: Rebirth,1,2009,Henry Paul Allen,,DC,1,null,null
2337,The Flash: Rebirth,1,2009,Nora Thompson Allen,,DC,1,null,null
2338,The Flash: Rebirth,1,2009,Beast Boy,Gar Logan,DC,1,Gar,Logan
2339,The Flash: Rebirth,1,2009,Black Flash,Entity,DC,1,,Entity
2340,The Flash: Rebirth,1,2009,Captain Cold,,DC,1,null,null
2341,The Flash: Rebirth,1,2009,Fred Chyre,,DC,1,null,null
2342,The Flash: Rebirth,1,2009,Cyborg,,DC,1,null,null
2343,The Flash: Rebirth,1,2009,Doctor Alchemy,Albert Desmond,DC,1,Albert,Desmond
2344,The Flash: Rebirth,1,2009,Doctor Mid-Nite,Pieter Anton Cross,DC,1,Pieter Anton,Cross
2345,The Flash: Rebirth,1,2009,Flash,Jay Garrick,DC,1,Jay,Garrick
2346,The Flash: Rebirth,1,2009,Flash,Barry Allen,DC,1,Barry,Allen
2347,The Flash: Rebirth,1,2009,Flash,Wally West,DC,1,Wally,West
2348,The Flash: Rebirth,1,2009,Joan Garrick,,DC,1,null,null
2349,The Flash: Rebirth,1,2009,Green Lantern,Alan Scott,DC,1,Alan,Scott
2350,The Flash: Rebirth,1,2009,Green Lantern,Hal Jordan,DC,1,Hal,Jordan
2351,The Flash: Rebirth,1,2009,Heatwave,,DC,1,null,null
2352,The Flash: Rebirth,1,2009,Hourman,Rick Tyler,DC,1,Rick,Tyler
2353,The Flash: Rebirth,1,2009,Kid Flash,Bart Allen,DC,1,Bart,Allen
2354,The Flash: Rebirth,1,2009,Liberty Belle,Jesse Chambers,DC,1,Jesse,Chambers
2355,The Flash: Rebirth,1,2009,Mirror Master,Evan McCullough,DC,1,Evan,McCullough
2356,The Flash: Rebirth,1,2009,Mr. Terrific,Michael Holt,DC,1,Michael,Holt
2357,The Flash: Rebirth,1,2009,Nightwing,Dick Grayson,DC,1,Dick,Grayson
2358,The Flash: Rebirth,1,2009,Linda Jasmine Park-West,,DC,1,null,null
2359,The Flash: Rebirth,1,2009,Professor Zoom,,DC,1,null,null
2360,The Flash: Rebirth,1,2009,Raven,Rachel Roth,DC,1,Rachel,Roth
2361,The Flash: Rebirth,1,2009,Red Arrow,,DC,1,null,null
2362,The Flash: Rebirth,1,2009,Robin,Tim Drake,DC,1,Tim,Drake
2363,The Flash: Rebirth,1,2009,Starfire,Koriand'r,DC,1,,Koriand'r
2364,The Flash: Rebirth,1,2009,Stargirl,Courtney Whitmore,DC,1,Courtney,Whitmore
2365,The Flash: Rebirth,1,2009,Trickster,Axel Walker,DC,1,Axel,Walker
2366,The Flash: Rebirth,1,2009,Donna Troy,,DC,1,null,null
2367,The Flash: Rebirth,1,2009,Weather Wizard,,DC,1,null,null
2368,The Flash: Rebirth,1,2009,Iris West,,DC,1,null,null
2369,The Flash: Rebirth,1,2009,Iris Ann Russell West-Allen,,DC,1,null,null
2370,The Flash: Rebirth,1,2009,Jai West,,DC,1,null,null
2371,The Flash: Rebirth,1,2009,Wildcat,Ted Grant,DC,1,Ted,Grant
2372,The Flash: Rebirth,1,2009,Wonder Girl,Cassie Sandsmark,DC,1,Cassie,Sandsmark
2373,Wonder Woman,69,1987,Wonder Woman,Diana,DC,1,,Diana
2374,Green Arrow,121,1988,Green Arrow,Connor Hawke,DC,1,Connor,Hawke
2375,Green Lantern,30,1941,Green Lantern,Alan Scott,DC,1,Alan,Scott
2376,Green Lantern,30,1941,Green Lantern,Alan Scott,DC,1,Alan,Scott
2377,Green Lantern,30,1941,Green Lantern,Alan Scott,DC,1,Alan,Scott
2378,Green Lantern,30,1941,Green Lantern,Alan Scott,DC,1,Alan,Scott
2379,Aquaman,29,2003,Aquaman,,DC,1,null,null
2380,Aquaman,29,2003,Martian Manhunter,,DC,1,null,null
2381,Aquaman,29,2003,Nuidis Vulko,,DC,1,null,null
2382,Green Lantern,167,1990,Green Lantern,John Stewart,DC,1,John,Stewart
2383,Green Lantern,167,1990,Green Lantern,Kyle Rayner,DC,1,Kyle,Rayner
2384,Green Lantern Corps,16,2006,Anti-Monitor,,DC,1,null,null
2385,Green Lantern Corps,16,2006,Arisia,,DC,1,null,null
2386,Green Lantern Corps,16,2006,Arkillo,,DC,1,null,null
2387,Green Lantern Corps,16,2006,Brik,,DC,1,null,null
2388,Green Lantern Corps,16,2006,Ganthet,,DC,1,null,null
2389,Green Lantern Corps,16,2006,Green Lantern,Hal Jordan,DC,1,Hal,Jordan
2390,Green Lantern Corps,16,2006,Green Man,,DC,1,null,null
2391,Green Lantern Corps,16,2006,Kilowog,,DC,1,null,null
2392,Green Lantern Corps,16,2006,Isamot Kol,,DC,1,null,null
2393,Green Lantern Corps,16,2006,Mogo,,DC,1,null,null
2394,Green Lantern Corps,16,2006,Salaak,,DC,1,null,null
2395,Green Lantern Corps,16,2006,Vath Sarn,,DC,1,null,null
2396,Green Lantern Corps,16,2006,Sayd,,DC,1,null,null
2397,Green Lantern Corps,16,2006,Sinestro,,DC,1,null,null
2398,Green Lantern Corps,16,2006,Slushh,,DC,1,null,null
2399,Green Lantern Corps,16,2006,Stel,,DC,1,null,null
2400,Justice League Europe,22,1989,Batman,,DC,1,null,null
2401,Justice League Europe,22,1989,Captain Atom,,DC,1,null,null
2402,Justice League Europe,22,1989,Catherine Maureen Cobert,,DC,1,null,null
2403,Justice League Europe,22,1989,Sue Dearbon Dibny,,DC,1,null,null
2404,Justice League Europe,22,1989,L-Ron,,DC,1,null,null
2405,Justice League Europe,22,1989,Metamorpho,Rex Mason,DC,1,Rex,Mason
2406,Justice League Europe,22,1989,Power Girl,,DC,1,null,null
2407,Justice League Europe,22,1989,Rocket Red #4,Dmitri Pushkin,DC,1,Dmitri,Pushkin
2408,Wonder Woman,170,1942,Steve Trevor,,DC,1,null,null
2409,Wonder Woman,170,1942,Wonder Woman,,DC,1,null,null
2410,Wonder Woman,170,1942,Hippolyta,,DC,1,null,null
2411,Wonder Woman,170,1942,Wonder Woman,,DC,1,null,null
2412,The Flash,12,2011,Captain Cold,,DC,1,null,null
2413,The Flash,12,2011,Dr. Darwin Elias,,DC,1,null,null
2414,The Flash,12,2011,Flash,,DC,1,null,null
2415,The Flash,12,2011,Golden Glider,,DC,1,null,null
2416,The Flash,12,2011,Mirror Master,,DC,1,null,null
2417,The Flash,12,2011,Pied Piper,,DC,1,null,null
2418,The Flash,12,2011,Trickster,,DC,1,null,null
2419,The Flash,12,2011,Weather Wizard,,DC,1,null,null
2420,The Green Lantern Corps,207,1986,Apros,,DC,1,null,null
2421,The Green Lantern Corps,207,1986,Arisia,,DC,1,null,null
2422,The Green Lantern Corps,207,1986,Ch'p,,DC,1,null,null
2423,The Green Lantern Corps,207,1986,Green Lantern,Hal Jordan,DC,1,Hal,Jordan
2424,The Green Lantern Corps,207,1986,Green Lantern,Guy Gardner,DC,1,Guy,Gardner
2425,The Green Lantern Corps,207,1986,Green Lantern,John Stewart,DC,1,John,Stewart
2426,The Green Lantern Corps,207,1986,Katma-Tui,,DC,1,null,null
2427,The Green Lantern Corps,207,1986,Kilowog,,DC,1,null,null
2428,The Green Lantern Corps,207,1986,Salaak,,DC,1,null,null
2429,Aquaman,17,2011,Aquaman,,DC,1,null,null
2430,Aquaman,17,2011,Mera,,DC,1,null,null
2431,Aquaman,17,2011,Amanda Waller,,DC,1,null,null
2432,Wonder Woman,184,1987,Wonder Woman,Diana,DC,1,,Diana
2433,Wonder Woman,184,1987,Wonder Woman,Hippolyta,DC,1,,Hippolyta
2434,The Flash,37,2011,Flash,,DC,1,null,null
2435,The Flash,37,2011,Flash,,DC,1,null,null
2436,The Flash,37,2011,James Forrest,,DC,1,null,null
2437,The Flash,37,2011,David Singh,,DC,1,null,null
2438,The Flash,37,2011,Patty Spivot,,DC,1,null,null
2439,The Flash,37,2011,Iris West,,DC,1,null,null
2440,Wonder Woman,194,1987,Ares,,DC,1,null,null
2441,Wonder Woman,194,1987,Pallas Athena,,DC,1,null,null
2442,Wonder Woman,194,1987,Ganthet,,DC,1,null,null
2443,Wonder Woman,194,1987,Wonder Woman,Diana,DC,1,,Diana
2444,Wonder Woman,194,1987,Zeus,,DC,1,null,null
2445,Justice League of America,1,2006,Arsenal,Roy Harper,DC,1,Roy,Harper
2446,Justice League of America,1,2006,Batman,,DC,1,null,null
2447,Justice League of America,1,2006,Black Canary,Dinah Laurel Lance,DC,1,Dinah Laurel,Lance
2448,Justice League of America,1,2006,Black Lightning,Jefferson Pierce,DC,1,Jefferson,Pierce
2449,Justice League of America,1,2006,Deadman,,DC,1,null,null
2450,Justice League of America,1,2006,Felix Faust,,DC,1,null,null
2451,Justice League of America,1,2006,Green Arrow,Oliver Queen,DC,1,Oliver,Queen
2452,Justice League of America,1,2006,Green Lantern,Hal Jordan,DC,1,Hal,Jordan
2453,Justice League of America,1,2006,Lian Harper,,DC,1,null,null
2454,Justice League of America,1,2006,Red Tornado,Android,DC,1,,Android
2455,Justice League of America,1,2006,Solomon Grundy,,DC,1,null,null
2456,Justice League of America,1,2006,Superman,Clark Kent,DC,1,Clark,Kent
2457,Justice League of America,1,2006,Vixen,,DC,1,null,null
2458,Justice League of America,1,2006,Wonder Woman,Diana,DC,1,,Diana
2459,The Flash,13,2011,Captain Cold,,DC,1,null,null
2460,The Flash,13,2011,Flash,,DC,1,null,null
2461,The Flash,13,2011,Darryl Frye,,DC,1,null,null
2462,The Flash,13,2011,Golden Glider,,DC,1,null,null
2463,The Flash,13,2011,King Grodd,,DC,1,null,null
2464,The Flash,13,2011,Patty Spivot,,DC,1,null,null
2465,The Flash,13,2011,Trickster,,DC,1,null,null
2466,The Flash,13,2011,Weather Wizard,,DC,1,null,null
2467,Wonder Woman,613,1942,Hippolyta,,DC,1,null,null
2468,Wonder Woman,613,1942,Phillipus,,DC,1,null,null
2469,Wonder Woman,613,1942,Wonder Woman,Diana,DC,1,,Diana
2470,Aquaman,32,1962,Aqualad,Garth,DC,1,,Garth
2471,Aquaman,32,1962,Aquaman,,DC,1,null,null
2472,Aquaman,32,1962,Mera,,DC,1,null,null
2473,Aquaman,32,1962,Ocean Master,,DC,1,null,null
2474,Nightwing,14,1996,Batman,,DC,1,null,null
2475,Nightwing,14,1996,Nightwing,Dick Grayson,DC,1,Dick,Grayson
2476,Nightwing,14,1996,Oracle,Barbara Gordon,DC,1,Barbara,Gordon
2477,Nightwing,14,1996,Alfred Thaddeus Crane Pennyworth,,DC,1,null,null
2478,Nightwing,14,1996,Robin,Tim Drake,DC,1,Tim,Drake
2479,Green Lantern,139,1990,Green Lantern,Kyle Rayner,DC,1,Kyle,Rayner
2480,Green Lantern,139,1990,Jade,Jennie-Lynn Hayden,DC,1,Jennie-Lynn,Hayden
2481,The Flash,168,1987,Captain Cold,,DC,1,null,null
2482,The Flash,168,1987,Flash,Jay Garrick,DC,1,Jay,Garrick
2483,The Flash,168,1987,Flash,Barry Allen,DC,1,Barry,Allen
2484,The Flash,168,1987,Flash,Wally West,DC,1,Wally,West
2485,The Flash,168,1987,Kid Flash,Wally West,DC,1,Wally,West
2486,The Flash,168,1987,Mirror Master,Evan McCullough,DC,1,Evan,McCullough
2487,The Flash,168,1987,Linda Jasmine Park-West,,DC,1,null,null
2488,The Flash,168,1987,Pied Piper,Hartley Rathaway,DC,1,Hartley,Rathaway
2489,The Fury of Firestorm: The Nuclear Men,None,2011,Firestorm,,DC,1,null,null
2490,The Fury of Firestorm: The Nuclear Men,None,2011,Firestorm,,DC,1,null,null
2491,The Fury of Firestorm: The Nuclear Men,None,2011,Pandora,,DC,1,null,null
2492,The Fury of Firestorm,58,1982,Batman,,DC,1,null,null
2493,The Fury of Firestorm,58,1982,Black Canary,Dinah Laurel Lance,DC,1,Dinah Laurel,Lance
2494,The Fury of Firestorm,58,1982,Blue Beetle,Ted Kord,DC,1,Ted,Kord
2495,The Fury of Firestorm,58,1982,Captain Marvel,,DC,1,null,null
2496,The Fury of Firestorm,58,1982,Darkseid,,DC,1,null,null
2497,The Fury of Firestorm,58,1982,Doctor Fate,Kent Nelson & Nabu,DC,1,Kent Nelson &,Nabu
2498,The Fury of Firestorm,58,1982,Firestorm,Martin Stein/Ronnie Raymond,DC,1,Martin Stein/Ronnie,Raymond
2499,The Fury of Firestorm,58,1982,Flash,Wally West,DC,1,Wally,West
2500,The Fury of Firestorm,58,1982,Green Lantern,Guy Gardner,DC,1,Guy,Gardner
2501,The Fury of Firestorm,58,1982,Superman,Clark Kent,DC,1,Clark,Kent
2502,Suicide Squad,7,2016,Captain Boomerang,,DC,1,null,null
2503,Suicide Squad,7,2016,Deadshot,,DC,1,null,null
2504,Suicide Squad,7,2016,Enchantress,,DC,1,null,null
2505,Suicide Squad,7,2016,Harley Quinn,,DC,1,null,null
2506,Suicide Squad,7,2016,Katana,,DC,1,null,null
2507,Suicide Squad,7,2016,Killer Croc,,DC,1,null,null
2508,Suicide Squad,7,2016,Amanda Waller,,DC,1,null,null
2509,Suicide Squad,7,2016,Enchantress,,DC,1,null,null
2510,Suicide Squad,7,2016,Amanda Waller,,DC,1,null,null
2511,Green Lantern,128,1960,Carol Ferris,,DC,1,null,null
2512,Green Lantern,128,1960,Green Lantern,Hal Jordan,DC,1,Hal,Jordan
2513,Green Lantern,128,1960,Tom 'Pieface' Kalmaku,,DC,1,null,null
2514,Green Lantern,128,1960,Carol Ferris,,DC,1,null,null
2515,Green Lantern,128,1960,Green Arrow,,DC,1,null,null
2516,Green Lantern,128,1960,Green Lantern,Hal Jordan,DC,1,Hal,Jordan
2517,Green Lantern,128,1960,Hector Hammond,,DC,1,null,null
2518,Green Lantern,128,1960,Tom 'Pieface' Kalmaku,,DC,1,null,null
2519,Birds of Prey,34,1999,Talia al Ghul,,DC,1,null,null
2520,Birds of Prey,34,1999,Black Canary,Dinah Laurel Lance,DC,1,Dinah Laurel,Lance
2521,Birds of Prey,34,1999,Blue Beetle,Ted Kord,DC,1,Ted,Kord
2522,Birds of Prey,34,1999,Oracle,Barbara Gordon,DC,1,Barbara,Gordon
2523,Birds of Prey,34,1999,Power Girl,,DC,1,null,null
2524,Birds of Prey,99,1999,Batman,,DC,1,null,null
2525,Birds of Prey,99,1999,Black Canary,Dinah Laurel Lance,DC,1,Dinah Laurel,Lance
2526,Birds of Prey,99,1999,Gypsy,,DC,1,null,null
2527,Birds of Prey,99,1999,Huntress,Helena Bertinelli,DC,1,Helena,Bertinelli
2528,Birds of Prey,99,1999,Joker,'Jack',DC,1,,'Jack'
2529,Birds of Prey,99,1999,Lady Blackhawk,Zinda Blake,DC,1,Zinda,Blake
2530,Birds of Prey,99,1999,Misfit,,DC,1,null,null
2531,Birds of Prey,99,1999,Oracle,Barbara Gordon,DC,1,Barbara,Gordon
2532,Birds of Prey,99,1999,Superman,Clark Kent,DC,1,Clark,Kent
2533,Aquaman,15,2011,Aquaman,,DC,1,null,null
2534,Aquaman,15,2011,Batman,Wayne,DC,1,,Wayne
2535,Aquaman,15,2011,Cyborg,,DC,1,null,null
2536,Aquaman,15,2011,Darkseid,,DC,1,null,null
2537,Aquaman,15,2011,James Worthington Gordon,,DC,1,null,null
2538,Aquaman,15,2011,Lois Lane,,DC,1,null,null
2539,Aquaman,15,2011,Mera,,DC,1,null,null
2540,Aquaman,15,2011,Ocean Master,,DC,1,null,null
2541,Aquaman,15,2011,Dr. Stephen Shin,,DC,1,null,null
2542,Aquaman,15,2011,Superman,,DC,1,null,null
2543,Aquaman,15,2011,Nuidis Vulko,,DC,1,null,null
2544,Aquaman,15,2011,Wonder Woman,,DC,1,null,null
2545,Justice League of America,92,1960,Atom,Al Pratt,DC,1,Al,Pratt
2546,Justice League of America,92,1960,Atom,Ray Palmer,DC,1,Ray,Palmer
2547,Justice League of America,92,1960,Black Canary,Dinah Laurel Lance,DC,1,Dinah Laurel,Lance
2548,Justice League of America,92,1960,Flash,Jay Garrick,DC,1,Jay,Garrick
2549,Justice League of America,92,1960,Flash,Barry Allen,DC,1,Barry,Allen
2550,Justice League of America,92,1960,Green Arrow,,DC,1,null,null
2551,Justice League of America,92,1960,Green Lantern,Alan Scott,DC,1,Alan,Scott
2552,Justice League of America,92,1960,Green Lantern,Hal Jordan,DC,1,Hal,Jordan
2553,Justice League of America,92,1960,Hawkman,Katar Hol,DC,1,Katar,Hol
2554,Justice League of America,92,1960,Hawkman,,DC,1,null,null
2555,Justice League of America,92,1960,Robin,Dick Grayson,DC,1,Dick,Grayson
2556,Justice League of America,92,1960,Robin,,DC,1,null,null
2557,Justice League of America,92,1960,Solomon Grundy,,DC,1,null,null
2558,Justice League of America,92,1960,Superman,,DC,1,null,null
2559,Justice League of America,92,1960,Superman,,DC,1,null,null
2560,Justice League of America,92,1960,Iris Ann Russell West-Allen,,DC,1,null,null
2561,Justice League of America,92,1960,Aquaman,,DC,1,null,null
2562,Justice League of America,92,1960,Atom,Ray Palmer,DC,1,Ray,Palmer
2563,Justice League of America,92,1960,Flash,Barry Allen,DC,1,Barry,Allen
2564,Justice League of America,92,1960,Green Lantern,Hal Jordan,DC,1,Hal,Jordan
2565,Justice League of America,92,1960,Hawkman,Katar Hol,DC,1,Katar,Hol
2566,Justice League of America,92,1960,Professor Anthony Ivo,,DC,1,null,null
2567,Wonder Woman,91,1942,Wonder Woman,,DC,1,null,null
2568,Green Lantern,124,1960,Carol Ferris,,DC,1,null,null
2569,Green Lantern,124,1960,Green Arrow,,DC,1,null,null
2570,Green Lantern,124,1960,Green Lantern,Hal Jordan,DC,1,Hal,Jordan
2571,Green Lantern,124,1960,Green Lantern,Guy Gardner,DC,1,Guy,Gardner
2572,Green Lantern,124,1960,Tom 'Pieface' Kalmaku,,DC,1,null,null
2573,Green Lantern,124,1960,Katma-Tui,,DC,1,null,null
2574,Green Lantern,124,1960,Sinestro,,DC,1,null,null
2575,Wonder Woman,16,1942,Wonder Woman,,DC,1,null,null
2576,Wonder Woman,63,1987,Cheetah,Barbara Minerva,DC,1,Barbara,Minerva
2577,Wonder Woman,63,1987,Deathstroke the Terminator,,DC,1,null,null
2578,Wonder Woman,63,1987,Wonder Woman,Diana,DC,1,,Diana
2579,Green Lantern Corps,41,2006,Arisia,,DC,1,null,null
2580,Green Lantern Corps,41,2006,Brik,,DC,1,null,null
2581,Green Lantern Corps,41,2006,Green Lantern,Guy Gardner,DC,1,Guy,Gardner
2582,Green Lantern Corps,41,2006,Green Lantern,Kyle Rayner,DC,1,Kyle,Rayner
2583,Green Lantern Corps,41,2006,Iolande,,DC,1,null,null
2584,Green Lantern Corps,41,2006,Jade,Jennie-Lynn Hayden,DC,1,Jennie-Lynn,Hayden
2585,Green Lantern Corps,41,2006,Ke'Haan,,DC,1,null,null
2586,Green Lantern Corps,41,2006,Kilowog,,DC,1,null,null
2587,Green Lantern Corps,41,2006,Isamot Kol,,DC,1,null,null
2588,Green Lantern Corps,41,2006,Munk,,DC,1,null,null
2589,Green Lantern Corps,41,2006,Soranik Natu,,DC,1,null,null
2590,Green Lantern Corps,41,2006,Vath Sarn,,DC,1,null,null
2591,Green Lantern Corps,41,2006,Tomar-Re,,DC,1,null,null
2592,Green Lantern Corps,41,2006,Voz,,DC,1,null,null
2593,The Flash: Rebirth,3,2009,Henry Paul Allen,,DC,1,null,null
2594,The Flash: Rebirth,3,2009,Nora Thompson Allen,,DC,1,null,null
2595,The Flash: Rebirth,3,2009,Black Flash,Entity,DC,1,,Entity
2596,The Flash: Rebirth,3,2009,Black Flash,Barry Allen,DC,1,Barry,Allen
2597,The Flash: Rebirth,3,2009,Black Lightning,Jefferson Pierce,DC,1,Jefferson,Pierce
2598,The Flash: Rebirth,3,2009,Doctor Mid-Nite,Pieter Anton Cross,DC,1,Pieter Anton,Cross
2599,The Flash: Rebirth,3,2009,Elongated Man,,DC,1,null,null
2600,The Flash: Rebirth,3,2009,Flash,Jay Garrick,DC,1,Jay,Garrick
2601,The Flash: Rebirth,3,2009,Flash,Barry Allen,DC,1,Barry,Allen
2602,The Flash: Rebirth,3,2009,Flash,Wally West,DC,1,Wally,West
